region,site_name,lawa_site_id,indicator,year,mean_ugm3,days_measured,first_date,last_date,pct_coverage
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM10,2021,15.552360881542699,363,2021-01-01 01:00:00,2021-12-31 01:00:00,99.5
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM10,2022,14.520709039548024,354,2022-01-01 01:00:00,2022-12-31 01:00:00,97.0
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM10,2023,13.081526912181301,353,2023-01-01 01:00:00,2023-12-31 01:00:00,96.7
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM10,2024,13.87013924050633,316,2024-01-01 01:00:00,2024-12-31 01:00:00,86.6
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM2.5,2020,7.711311320754717,106,2020-09-17 00:00:00,2020-12-31 01:00:00,29.0
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM2.5,2021,7.739614958448754,361,2021-01-01 01:00:00,2021-12-31 01:00:00,98.9
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM2.5,2022,8.367857142857144,364,2022-01-01 01:00:00,2022-12-31 01:00:00,99.7
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM2.5,2023,8.855502747252746,364,2023-01-01 01:00:00,2023-12-31 01:00:00,99.7
Bay of Plenty,Rotorua at Moses Rd,LAWA-103651 ,PM2.5,2024,8.820429936305732,314,2024-01-01 01:00:00,2024-12-31 01:00:00,86.0
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2016,10.193866883116883,308,2016-01-01 01:00:00,2016-12-31 01:00:00,84.4
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2017,9.720974930362116,359,2017-01-01 01:00:00,2017-12-31 01:00:00,98.4
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2018,10.704703832752614,287,2018-01-01 01:00:00,2018-12-31 01:00:00,78.6
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2019,11.310125000000001,248,2019-04-17 00:00:00,2019-12-31 01:00:00,67.9
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2020,10.392850282485876,354,2020-01-01 01:00:00,2020-12-31 01:00:00,97.0
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2021,9.522560471976401,339,2021-01-01 01:00:00,2021-12-31 01:00:00,92.9
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2022,12.278624242424241,330,2022-01-01 01:00:00,2022-12-31 01:00:00,90.4
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2023,11.42744520547945,292,2023-01-01 01:00:00,2023-12-31 01:00:00,80.0
Bay of Plenty,Tauranga at Otumoetai,LAWA-100126,PM10,2024,10.159414364640885,362,2024-01-01 01:00:00,2024-12-31 01:00:00,99.2
Bay of Plenty,Tauranga at Sulphur Point,LAWA-102814,PM10,2018,13.100116279069766,129,2018-08-25 00:00:00,2018-12-31 01:00:00,35.3
Bay of Plenty,Tauranga at Sulphur Point,LAWA-102814,PM10,2019,13.811766483516484,364,2019-01-01 01:00:00,2019-12-31 01:00:00,99.7
Bay of Plenty,Tauranga at Sulphur Point,LAWA-102814,PM10,2020,12.792066666666667,360,2020-01-01 01:00:00,2020-12-31 01:00:00,98.6
Bay of Plenty,Tauranga at Sulphur Point,LAWA-102814,PM10,2021,13.482192837465565,363,2021-01-01 01:00:00,2021-12-31 01:00:00,99.5
Bay of Plenty,Tauranga at Sulphur Point,LAWA-102814,PM10,2022,13.544405555555555,360,2022-01-01 01:00:00,2022-12-31 01:00:00,98.6
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2017,13.261815789473683,228,2017-05-12 00:00:00,2017-12-31 01:00:00,62.5
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2018,12.414504373177843,343,2018-01-01 01:00:00,2018-12-31 01:00:00,94.0
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2019,12.074417127071824,362,2019-01-01 01:00:00,2019-12-31 01:00:00,99.2
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2020,12.72828611111111,360,2020-01-01 01:00:00,2020-12-31 01:00:00,98.6
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2021,12.062712290502793,358,2021-01-01 01:00:00,2021-12-31 01:00:00,98.1
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2022,10.722761061946903,339,2022-01-01 01:00:00,2022-12-31 01:00:00,92.9
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2023,11.481845505617978,356,2023-01-01 01:00:00,2023-12-31 01:00:00,97.5
Bay of Plenty,Whakatane at Kopeopeo,LAWA-100144,PM10,2024,10.890193370165745,362,2024-01-01 01:00:00,2024-12-31 01:00:00,99.2
Canterbury,Anzac Square,LAWA-100164,PM10,2016,23.439680327868853,366,2016-01-01 01:00:00,2016-12-31 01:00:00,100.3
Canterbury,Anzac Square,LAWA-100164,PM10,2017,22.001523287671233,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM10,2018,20.16645479452055,365,2018-01-01 01:00:00,2018-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM10,2019,20.62430684931507,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM10,2020,23.660437158469943,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Anzac Square,LAWA-100164,PM10,2021,20.06191506849315,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM10,2022,19.266464285714285,364,2022-01-01 01:00:00,2022-12-31 01:00:00,99.7
Canterbury,Anzac Square,LAWA-100164,PM10,2023,18.729190082644628,363,2023-01-01 01:00:00,2023-12-31 01:00:00,99.5
Canterbury,Anzac Square,LAWA-100164,PM10,2024,18.436409340659342,364,2024-01-01 01:00:00,2024-12-31 01:00:00,99.7
Canterbury,Anzac Square,LAWA-100164,PM2.5,2016,12.785720547945207,365,2016-01-01 01:00:00,2016-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM2.5,2017,11.85474794520548,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM2.5,2018,11.085917582417583,364,2018-01-01 01:00:00,2018-12-31 01:00:00,99.7
Canterbury,Anzac Square,LAWA-100164,PM2.5,2019,10.550835616438356,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM2.5,2020,9.999593314763231,359,2020-01-01 01:00:00,2020-12-31 01:00:00,98.4
Canterbury,Anzac Square,LAWA-100164,PM2.5,2021,11.149580821917809,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Anzac Square,LAWA-100164,PM2.5,2022,10.394085164835165,364,2022-01-01 01:00:00,2022-12-31 01:00:00,99.7
Canterbury,Anzac Square,LAWA-100164,PM2.5,2023,10.126763085399448,363,2023-01-01 01:00:00,2023-12-31 01:00:00,99.5
Canterbury,Anzac Square,LAWA-100164,PM2.5,2024,10.498697802197801,364,2024-01-01 01:00:00,2024-12-31 01:00:00,99.7
Canterbury,Geraldine,LAWA-100056,PM10,2016,17.394085399449036,363,2016-01-01 01:00:00,2016-12-31 01:00:00,99.5
Canterbury,Geraldine,LAWA-100056,PM10,2017,18.247019178082194,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,Geraldine,LAWA-100056,PM10,2018,16.120870523415977,363,2018-01-01 01:00:00,2018-12-31 01:00:00,99.5
Canterbury,Geraldine,LAWA-100056,PM10,2019,16.24780112044818,357,2019-01-01 01:00:00,2019-12-31 01:00:00,97.8
Canterbury,Geraldine,LAWA-100056,PM10,2020,16.35286575342466,365,2020-01-01 01:00:00,2020-12-31 01:00:00,100.0
Canterbury,Geraldine,LAWA-100056,PM10,2021,14.232339031339032,351,2021-01-01 01:00:00,2021-12-31 01:00:00,96.2
Canterbury,Geraldine,LAWA-100056,PM10,2022,13.740676712328767,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Geraldine,LAWA-100056,PM10,2023,15.219252747252748,364,2023-01-01 01:00:00,2023-12-31 01:00:00,99.7
Canterbury,Geraldine,LAWA-100056,PM10,2024,15.894227777777777,360,2024-01-01 01:00:00,2024-12-31 01:00:00,98.6
Canterbury,Geraldine,LAWA-100056,PM2.5,2016,10.588920634920633,315,2016-02-19 01:00:00,2016-12-31 01:00:00,86.3
Canterbury,Geraldine,LAWA-100056,PM2.5,2017,10.65345205479452,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,Geraldine,LAWA-100056,PM2.5,2018,9.677553719008266,363,2018-01-01 01:00:00,2018-12-31 01:00:00,99.5
Canterbury,Geraldine,LAWA-100056,PM2.5,2019,9.445859943977592,357,2019-01-01 01:00:00,2019-12-31 01:00:00,97.8
Canterbury,Geraldine,LAWA-100056,PM2.5,2020,9.302709589041095,365,2020-01-01 01:00:00,2020-12-31 01:00:00,100.0
Canterbury,Geraldine,LAWA-100056,PM2.5,2021,8.496226519337016,362,2021-01-01 01:00:00,2021-12-31 01:00:00,99.2
Canterbury,Geraldine,LAWA-100056,PM2.5,2022,7.789441095890411,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Geraldine,LAWA-100056,PM2.5,2023,8.11192032967033,364,2023-01-01 01:00:00,2023-12-31 01:00:00,99.7
Canterbury,Geraldine,LAWA-100056,PM2.5,2024,8.528411111111112,360,2024-01-01 01:00:00,2024-12-31 01:00:00,98.6
Canterbury,Hampstead,LAWA-100025,PM10,2016,17.531063186813185,364,2016-01-01 01:00:00,2016-12-31 01:00:00,99.7
Canterbury,Hampstead,LAWA-100025,PM10,2017,17.330835616438357,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM10,2018,16.012723287671232,365,2018-01-01 01:00:00,2018-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM10,2019,16.861287671232876,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM10,2020,16.058281420765027,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Hampstead,LAWA-100025,PM10,2021,14.83768493150685,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM10,2022,14.928416438356166,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM10,2023,14.297024657534246,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM10,2024,15.308795081967213,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Hampstead,LAWA-100025,PM2.5,2016,10.064352112676056,355,2016-01-01 01:00:00,2016-12-31 01:00:00,97.3
Canterbury,Hampstead,LAWA-100025,PM2.5,2017,9.439941340782122,358,2017-01-01 01:00:00,2017-12-31 01:00:00,98.1
Canterbury,Hampstead,LAWA-100025,PM2.5,2018,8.957090410958905,365,2018-01-01 01:00:00,2018-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM2.5,2019,9.07847397260274,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM2.5,2020,8.839336065573772,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Hampstead,LAWA-100025,PM2.5,2021,7.220764383561645,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM2.5,2022,8.1338,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM2.5,2023,7.62632602739726,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Hampstead,LAWA-100025,PM2.5,2024,8.213732240437158,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Kaiapoi,LAWA-100071,PM10,2016,18.352797783933518,361,2016-01-01 01:00:00,2016-12-31 01:00:00,98.9
Canterbury,Kaiapoi,LAWA-100071,PM10,2017,18.696928374655645,363,2017-01-01 01:00:00,2017-12-31 01:00:00,99.5
Canterbury,Kaiapoi,LAWA-100071,PM10,2018,16.675880222841226,359,2018-01-01 01:00:00,2018-12-31 01:00:00,98.4
Canterbury,Kaiapoi,LAWA-100071,PM10,2019,17.58361095890411,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Kaiapoi,LAWA-100071,PM10,2020,16.351689552238806,335,2020-01-01 01:00:00,2020-12-31 01:00:00,91.8
Canterbury,Kaiapoi,LAWA-100071,PM10,2021,16.234546703296704,364,2021-01-01 01:00:00,2021-12-31 01:00:00,99.7
Canterbury,Kaiapoi,LAWA-100071,PM10,2022,16.984564383561644,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Kaiapoi,LAWA-100071,PM10,2023,15.882848066298344,362,2023-01-01 01:00:00,2023-12-31 01:00:00,99.2
Canterbury,Kaiapoi,LAWA-100071,PM10,2024,17.42660382513661,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2016,6.195213675213675,117,2016-09-04 00:00:00,2016-12-31 01:00:00,32.1
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2017,12.037817174515235,361,2017-01-01 01:00:00,2017-12-31 01:00:00,98.9
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2018,10.018662049861495,361,2018-01-01 01:00:00,2018-12-31 01:00:00,98.9
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2019,10.641142465753424,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2020,9.454175595238095,336,2020-01-01 01:00:00,2020-12-31 01:00:00,92.1
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2021,9.76607967032967,364,2021-01-01 01:00:00,2021-12-31 01:00:00,99.7
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2022,10.602246575342466,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2023,10.044447513812155,362,2023-01-01 01:00:00,2023-12-31 01:00:00,99.2
Canterbury,Kaiapoi,LAWA-100071,PM2.5,2024,11.187554644808744,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Rangiora,LAWA-100115,PM10,2016,17.68066391184573,363,2016-01-01 01:00:00,2016-12-31 01:00:00,99.5
Canterbury,Rangiora,LAWA-100115,PM10,2017,17.16198082191781,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM10,2018,15.517263736263736,364,2018-01-01 01:00:00,2018-12-31 01:00:00,99.7
Canterbury,Rangiora,LAWA-100115,PM10,2019,16.31568870523416,363,2019-01-01 01:00:00,2019-12-31 01:00:00,99.5
Canterbury,Rangiora,LAWA-100115,PM10,2020,16.49505089820359,334,2020-01-01 01:00:00,2020-12-31 01:00:00,91.5
Canterbury,Rangiora,LAWA-100115,PM10,2021,14.121709589041096,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM10,2022,13.343178082191782,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM10,2023,12.895824657534245,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM10,2024,14.705213114754098,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Rangiora,LAWA-100115,PM2.5,2016,9.392688705234159,363,2016-01-01 01:00:00,2016-12-31 01:00:00,99.5
Canterbury,Rangiora,LAWA-100115,PM2.5,2017,9.544063037249284,349,2017-01-01 01:00:00,2017-12-31 01:00:00,95.6
Canterbury,Rangiora,LAWA-100115,PM2.5,2018,7.436094555873926,349,2018-01-01 01:00:00,2018-12-31 01:00:00,95.6
Canterbury,Rangiora,LAWA-100115,PM2.5,2019,9.045186046511628,344,2019-01-01 01:00:00,2019-12-31 01:00:00,94.2
Canterbury,Rangiora,LAWA-100115,PM2.5,2020,10.057796407185629,334,2020-01-01 01:00:00,2020-12-31 01:00:00,91.5
Canterbury,Rangiora,LAWA-100115,PM2.5,2021,8.609394520547946,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM2.5,2022,8.73193698630137,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM2.5,2023,8.117065753424656,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Rangiora,LAWA-100115,PM2.5,2024,9.064081967213115,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,St Albans,LAWA-100122,PM10,2016,18.11095901639344,366,2016-01-01 01:00:00,2016-12-31 01:00:00,100.3
Canterbury,St Albans,LAWA-100122,PM10,2017,18.093950684931507,365,2017-01-01 01:00:00,2017-12-31 01:00:00,100.0
Canterbury,St Albans,LAWA-100122,PM10,2018,17.451657534246575,365,2018-01-01 01:00:00,2018-12-31 01:00:00,100.0
Canterbury,St Albans,LAWA-100122,PM10,2019,16.317605479452055,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,St Albans,LAWA-100122,PM10,2020,17.08416875,320,2020-01-01 01:00:00,2020-11-17 01:00:00,87.7
Canterbury,St Albans,LAWA-100122,PM2.5,2016,9.719140109890109,364,2016-01-01 01:00:00,2016-12-31 01:00:00,99.7
Canterbury,St Albans,LAWA-100122,PM2.5,2017,9.356521246458923,353,2017-01-01 01:00:00,2017-12-31 01:00:00,96.7
Canterbury,St Albans,LAWA-100122,PM2.5,2018,8.113171919770773,349,2018-01-01 01:00:00,2018-12-31 01:00:00,95.6
Canterbury,St Albans,LAWA-100122,PM2.5,2019,9.065517906336089,363,2019-01-01 01:00:00,2019-12-31 01:00:00,99.5
Canterbury,St Albans,LAWA-100122,PM2.5,2020,8.842281250000001,320,2020-01-01 01:00:00,2020-11-17 01:00:00,87.7
Canterbury,St Albans EP,LAWA-102877,PM10,2021,7.862275862068966,29,2021-12-03 01:00:00,2021-12-31 01:00:00,7.9
Canterbury,St Albans EP,LAWA-102877,PM10,2022,13.670454794520548,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,St Albans EP,LAWA-102877,PM10,2023,13.552011173184358,358,2023-01-01 01:00:00,2023-12-31 01:00:00,98.1
Canterbury,St Albans EP,LAWA-102877,PM10,2024,13.83214404432133,361,2024-01-01 01:00:00,2024-12-31 01:00:00,98.9
Canterbury,St Albans EP,LAWA-102877,PM2.5,2021,3.5019655172413793,29,2021-12-03 01:00:00,2021-12-31 01:00:00,7.9
Canterbury,St Albans EP,LAWA-102877,PM2.5,2022,8.205586301369864,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,St Albans EP,LAWA-102877,PM2.5,2023,8.011667597765364,358,2023-01-01 01:00:00,2023-12-31 01:00:00,98.1
Canterbury,St Albans EP,LAWA-102877,PM2.5,2024,8.537683195592287,363,2024-01-01 01:00:00,2024-12-31 01:00:00,99.5
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2016,16.868039215686274,357,2016-01-01 01:00:00,2016-12-31 01:00:00,97.8
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2017,16.12448732394366,355,2017-01-01 01:00:00,2017-12-27 01:00:00,97.3
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2018,13.924463276836159,354,2018-01-01 01:00:00,2018-12-31 01:00:00,97.0
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2019,15.058261111111111,360,2019-01-01 01:00:00,2019-12-31 01:00:00,98.6
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2020,15.120795081967215,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2021,13.661967123287672,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2022,13.858306849315069,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2023,15.906139726027398,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM10,2024,15.408792349726777,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2016,9.777823033707866,356,2016-01-01 01:00:00,2016-12-31 01:00:00,97.5
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2017,9.255282122905028,358,2017-01-01 01:00:00,2017-12-27 01:00:00,98.1
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2018,7.742083798882682,358,2018-01-01 01:00:00,2018-12-31 01:00:00,98.1
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2019,8.560556164383561,365,2019-01-01 01:00:00,2019-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2020,8.544601092896174,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2021,7.537868493150685,365,2021-01-01 01:00:00,2021-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2022,7.483446575342466,365,2022-01-01 01:00:00,2022-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2023,8.707098630136986,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Waimate Kennedy,LAWA-100159,PM2.5,2024,8.48348087431694,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Washdyke Alpine,LAWA-102266,PM10,2019,25.43300352112676,284,2019-03-19 01:00:00,2019-12-31 01:00:00,77.8
Canterbury,Washdyke Alpine,LAWA-102266,PM10,2020,24.792581967213113,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Washdyke Alpine,LAWA-102266,PM10,2021,26.486958217270193,359,2021-01-01 01:00:00,2021-12-31 01:00:00,98.4
Canterbury,Washdyke Alpine,LAWA-102266,PM10,2022,27.03793681318681,364,2022-01-01 01:00:00,2022-12-31 01:00:00,99.7
Canterbury,Washdyke Alpine,LAWA-102266,PM10,2023,27.12688493150685,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
Canterbury,Washdyke Alpine,LAWA-102266,PM10,2024,25.278926229508194,366,2024-01-01 01:00:00,2024-12-31 01:00:00,100.3
Canterbury,Washdyke Alpine,LAWA-102266,PM2.5,2019,7.361614583333333,288,2019-03-19 01:00:00,2019-12-31 01:00:00,78.9
Canterbury,Washdyke Alpine,LAWA-102266,PM2.5,2020,6.841909836065574,366,2020-01-01 01:00:00,2020-12-31 01:00:00,100.3
Canterbury,Washdyke Alpine,LAWA-102266,PM2.5,2021,8.32958217270195,359,2021-01-01 01:00:00,2021-12-31 01:00:00,98.4
Canterbury,Washdyke Alpine,LAWA-102266,PM2.5,2022,8.223085164835165,364,2022-01-01 01:00:00,2022-12-31 01:00:00,99.7
Canterbury,Washdyke Alpine,LAWA-102266,PM2.5,2023,7.992449315068494,365,2023-01-01 01:00:00,2023-12-31 01:00:00,100.0
